comment, channel
"Anderson Cooper is a Drama Queen. <br>Biased to Democratic  views and so if Biden does become President it will be interesting to see how he reports on him. More of the same BS media trying to influence people to their thoughts , that is not reporting that’s creating the news not reporting on it.", CNN
"The most annoying thing about this is that he held the Bible upside down.<br>An absolute god damned bumbler - Kim Jong Il crossed with Oliver fucking Hardy.", CNN
"Please Help me.. I need this news’s script. I am studying English with this video. Anybody else who have the script for me? I want to be good at Communicate by English. 😊🙏🏻", CNN
"Anderson Cooper has become the thug.  The media went after Trump like suicidal kamikazes.  They completely destroyed their own credibility.", CNN
"here<br>s what i know,&quot; no child should be denied the love of a mother t&#39;s not a pet&quot;.", CNN
"Hey Andersen -  Let’s talk about all the sexual abuse between you and that baby boy ‘’sex toy”” the Judge turned over to you and your husband.", CNN
"Wartime president what do you think the riots are doing that you guys started look at the facts look around you people the news is mind controlling you programming programming programming get it wake up everybody wake up the news is fake!", CNN
"Wait until the people find out how far you gone with the lies they&#39;re going to be furious!", CNN
"Anderson we don&#39;t want your opinion we want the facts we want a truthful media you&#39;re too partisan what are you hiding Anderson because you&#39;re always attacking President Trump there&#39;s three fingers pointed back at yourself", CNN
"So let me get this straight... America accuse Trump of being a bully but now everyone is bullying him... and that&#39;s ok? There is absolutely NO justifiable reason to bully ANYONE. And before the trolls come on calling me a Trump supporter... FYI I don&#39;t care for neither one of them. They are actors playing a role, and you are the audience, being fooled.", CNN
"Anderson Cooper wear a mask for the &quot;supposed Biden pandemic and the swamp crocodiles&quot; but Anderson will use condoms to prevent the spread of the largest pandemic in History that still exists which is HIV. Your Cooper generates lies, Trump has generated thousands of jobs all his life. You are a millionaire who does not generate anything, do something to help for example you can take 100 illegal immigrants to your home and keep it and support. Be quiet and respect the President who has plenty of morals, courage and dignity.", CNN
"Cnn Fake news", CNN
"You are sick", CNN
"First of all. How good anderson look!! Second of all, we agree with him", CNN
"Deploy unprecedented military? Are we in an Eastern Bloc nation?!", CNN
"Anderson cooper why did you go to Epstein island you vile creepy coward", CNN
"I CALL FOR CNN TO BE DONE!", CNN
"Trump is a bully in the US and a big bully to the world ! He is lawless trying to chaos US.", CNN
"“Good evening we’re witnessing a failure”<br><br>I love your sass", CNN
"Anderson copper be quiet 🤫 no one wants to hear you fake news cnn", CNN
"Anderson Cooper. Pure gangster.", CNN
"Preach, brother. Preach.", CNN
"If Trump is a Christian then I&#39;m becoming an Atheist", CNN
"OKAY  .. SO COME BACK TO  THIS VIDEO  THE DAY AFTER THE ELECTION, THE RIOTS AS BUSINESSES BOARD UP WINDOWS TO RESIST LOOTING FROM ANTI TRUMP PROTESTORS   BECAUSE  YOUR PRSDIENT WINS A 2ND TERM.   COME BACK TO  SEE HOW CNN SPINS THAT", CNN
"Trump 2020", CNN
"If Trump is responsible for the 210k Corona virus deaths...then he is also responsible for the 4.9 million recoveries, and the 96% Survival rate.", CNN
"Something something OBAMA SAID THE SAME THING!!!", CNN
"I praise you Anderson Coopet. You told it like it is", CNN
"my mom said she saw him in an nyc hbo elevator one and called him a communist... I love my mom", CNN
"Cooper’s mom was a Satanist. There’s a picture of her with her sons on a bed, take a look at the “art piece” hanging on the wall behind them. Also, take a look at her Dream Box art.", CNN
"Why don’t CNN hosts don’t smile or have relax interviews. The face expressions on Cuomo or Cooper, it appears they need a glass of water to relax their faces during an interview. It is very difficult to watch them interview. I feel drained out watching them do their job. Can’t CNN get better qualified people to interview?", CNN
"Lookie here Anderson, If the military vets were illegal aliens you would love them and want o give them everything. You moron.", CNN
"Mockingbird", CNN
"Cooper annoys the hell outa me lol", CNN
"It&#39;s a damn shame WHAT ARE COUNTRY TURN INTO", CNN
"This man is such an idiot always wanting to start some type of. Chaos he needs to go!!!!", CNN
"Haberman is a corrupt journalist, a liar for hire.  Should have got off the train before it entered the tunnel, Maggie.", CNN
"You are the enemy of the people FNN", CNN
"MH is the most uninspiring journalist I have ever seen", CNN
"Prices of shit all of the so called reports .Trump 2024  AMERICA FIRST !!🇺🇸🇺🇸🇺🇸", CNN
"Hola.", CNN
"Divide the Republican Party into two, period. Republican Party and RepublicanTurist", CNN
"Watch Roman from the epic times", CNN
"Watch Roman from the epic times", CNN
"Watch Roman from the epic times", CNN
"True story...I have friends who already are having &quot;buyer&#39;s remorse&quot; with radical Joe Biden. I said to them - I told you so!  And I have seen interviews on TV with Democrats In Texas and Arizona saying the same thing bec. of the open border fiasco!", CNN
"Lmao.   And why are you guys still talking about trump?     Just understand most of America dont buy half of the shyt u guys say. And sleepy joe cheated and he likes hairy legs and your not black if u didnt vote for him. Lmao hey cnn let&#39;s talk about biden signing all that bs wail ragen was in office. His hand put the black communities in a depression.", CNN
"Its just to keep him from running again.<br>Its obvious.<br>Dems are afraid of him winning in 2024<br>cnn is pathetic", CNN
"The big hoax! Fake News CNN! I think I think I think ; that’s all you said Fake News CNN! You both are big big Fake Reporters!", CNN
"Another waste of Money because the Democrats. Cannot handle reality", CNN
"I won&#39;t be happy until the Orange shit ball is wearing a matching orange jumpsuit or broken so badly he has to live in the same neighborhoods those poorly educated people he claims to love live in.", CNN
"why are y’all still talking about him he’s not even president anymore", CNN
"go Trump", CNN
"He is Always Fund Raising.......$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$", CNN
"How does mainstream media know how Trump&#39;s feeling? We all know you and he are not friends on any level so is that a unnamed source or just someone&#39;s opinion that knows someone that knows someone?", CNN
"i&#39;ll believe it when i see it", CNN
"trump the  Best ,president ever ever ever ever!!!", CNN
"Fake news", CNN
"He’s about to become the poster boy for KY jelly!😩😩🤪😝😂😂🤣🤣💁🏿‍♂️💁🏿‍♂️💁🏿‍♂️😀", CNN
"Fake news. Everyone knows the real crooks are the bu bu bidens, clintons, obamas, and wicked witch of the west nancy pelosi who rigged the election", CNN
"Felons can&#39;t run for president.", CNN
"💩Trump💩 2024", CNN
"Do they have spray tans in prison?", CNN
"Trump if it goes to trial won’t be prosecuted because Trumpeter loyal obviously won’t vote not to convict.", CNN
"<a href='https://youtu.be/m5w9UF6OtyA'>https://youtu.be/m5w9UF6OtyA</a><br>🤣🤣", CNN
"this will soon, very soon, become or feel pathetic.  only question is what happens to the gop.  and never mind the newt which is a salamander.  blessings to all", CNN
"<a href='https://youtu.be/KMU86-jTjAM'>https://youtu.be/KMU86-jTjAM</a>", CNN
"Biden should have paid people to come to his rallies like he did the rioters", CNN
"Hopefully trump will destroy the Republican&#39;ts once and for all. Enough with the lies, Dr Seuss, and Mr Potato Head 🗣️", CNN
"Hey CNN remember when you reported that the theory that Covid escaped from a Wuhan Lab was like &#39;&#39;Something out of a comic book&#39;&#39;, you remember that?. You lying  BS gaslighting azzholes?", CNN
"How about Cuomo and his 3 criminal investigations?", CNN
"I&#39;m sure Maggie&#39;s childrens trust funds will go up after  this interview", CNN
"Um we have the most corrupt government and Justice system in NY state so I think I know how it will go.  Our Governor should already be in prison, guess what he&quot;s not Imagine that.", CNN
"1)  Trump defrauds the IRS (and all of his supporters).<br>2)  He is permitted due process and found to be guilty.<br>3)  He is sentenced.<br>4)  Officers are sent to his residence to arrest him.<br>5) He is handcuffed and escorted to the officers vehicle.<br>6)  While being placed in the back seat, his head is slammed into the vehicle, per his instruction, to complete the process.", CNN
"Trump exposed the deep state dems and is a hero to the American people", CNN
"AMERICA&#39;S DEAD.....NOT COMING BACK.   TEXAS MUST SECEDE NOW", CNN
"(THAT&#39;S IT)", CNN
"Please stop saying &quot;false claims&quot;! The word is LIES. Use it, repeatedly!", CNN
"Trump is still fighting the New World Order Democrats", CNN
"Corrupt Biden family <a href='https://www.youtube.com/watch?v=bB3Q9t7gHEo'>https://www.youtube.com/watch?v=bB3Q9t7gHEo</a>", CNN
"blah blah...", CNN
"CNN only attacks the people who are trying to help the American people", CNN
"He doesn&#39;t need to run in 2024, he won 2020.", CNN
"How many times does she say &quot;I think&quot;...I think...", CNN
"Haberman was helping Clinton&#39;s get children from Hattie . Very sick people", CNN
"I think I think....this is all CNN reports on.", CNN
"And as always CNN ignores the new development in the Joe and Hunter Biden saga. Joe lied but it&#39;s okay he&#39;s a democrat. CNN needs a new rug.", CNN
"Aaaah HAHAHA...Don the Lemon’s viewership dropped a staggering 77% since Jan 2021.  CNN can go the way of the dinosaur soon enough...", CNN
"CNN lieing to you fools that watch this carp.", CNN
"Lmfao", CNN
"The gqp is passing laws to guarantee their candidates can&#39;t lose, regardless of the actual vote, so we may just see him re-elected....from jail.", CNN
"Congratulations CNN Satan&#39;s Network hits the lowest ratings of all time!  Could not have happened to better demons.", CNN
"Trump is not concerned with other Republicans chances in 2022. Look at how he hung Loeffler and Purdue out to dry in the last elections.<br><br>We only need to know one thing about Trump. Everything is about him. So if the Republicans are looking for a team player, they are SOL.", CNN
